,X,GISJOINID,POP15,POP15DEN,PCTPOPCHA,MDAGE,PCINC15,PCTINCCHA,MDHV15,MDHVCHA,MDCRENT15,PCTMDCR,PCTHSAFF15,PCTHSBRD15,PCTBACH15,PCTVA15,PCTFAM15,HSUNIT15,HS15DEN,MDBLDAGE15,PCTCTLT15,PCTCT1540,PCTCTMT40,PCTPT,PCTMBW,PCTCAR,PCTSAMEHS,PCTMETROPC,CL11_2,CL4_2
108,108,G53003300052002,1564,23998.11196,37.0727005,22,19546,8.1503,0,0,1029,3.4171,33.3778,54.2056,59.8837,9.0476,7.4607,840,12889.01154,29,9.691,72.7528,17.5562,33.5598,29.212,33.9674,37.7877,51.9821,9,1
109,109,G53003300052001,936,32074.15552,-38.9034004,22,10003,-17.1663,0,0,1290,18.894,18.797,59.3985,0,11.7257,9.0226,452,15488.8016,34,6.7126,67.1256,26.1618,39.5869,26.6781,33.7349,27.1368,67.094,9,1
110,110,G53003300051003,1133,12110.53894,14.9087,39.5,53476,-9.2581,666700,-3.3768,1202,22.6531,63.5802,15.4321,80.2381,6.0729,58.8362,494,5280.323244,76,31.3386,56.6929,11.9685,15.8904,16.4384,52.1918,87.9965,10.4148,10,2
111,111,G53003300051002,1215,9869.841733,-3.4948001,44.8,62502,25.9994,719400,14.2267,889,-44.5761,50,10,77.97,4.8417,59.8826,537,4362.226346,76,22.3455,73.5341,4.1204,13.2653,19.5335,59.1837,89.75,10.25,10,2
112,112,G53003300051001,1378,11134.80002,15.6040001,35.9,53810,-0.4882,551000,-10.2021,1297,30.8779,66.7622,12.894,74.9094,6.2059,52.1805,709,5729.008136,76,11.2019,78.7631,10.035,19.3096,13.0529,60.0863,83.358,11.6124,10,2
113,113,G53003300050003,1449,21485.10099,-33.4404984,32,36877,68.8275,405600,-10.7198,1196,24.4537,52.2003,35.9636,74.359,11.3793,27.6265,870,12899.95712,27,17.6734,68.4564,13.8702,21.8986,16.2891,58.2524,77.0833,20.1389,4,1
114,114,G53003300050002,768,9385.672825,-18.7301998,35,59133,-14.8418,549800,-15.9969,1255,15.1376,73.251,23.0453,78.5714,0,49.7727,440,5377.208389,59,8.3179,78.1885,13.4935,33.8462,7.1795,50.2564,83.3333,12.3698,10,2
115,115,G53003300049005,1800,24749.73593,36.4669991,30.3,45811,0.1005,484000,-4.6117,950,7.832,74.7815,15.6055,84.7125,0,32.2015,913,12553.61606,49,11.703,74.8184,13.4786,30.7753,2.8191,63.4299,66.6667,13.5739,10,2
116,116,G53003300049004,1543,18181.07338,29.1212997,32.5,44902,10.2106,460300,-10.5693,1065,9.9071,75.1579,21.8947,86.0987,5.0251,35.9788,796,9379.218671,54,15.8397,62.6908,21.4695,44.9731,10.5027,36.4452,65.4738,27.7005,4,1
117,117,G53003300049003,1185,18394.33709,-6.9858999,29.6,66181,26.3044,462500,13.5527,1313,39.089,72.8337,17.7986,84.1476,3.2951,28.2963,698,10834.80784,34,14.2439,60.5854,25.1707,29.8775,16.4939,50.2356,62.0253,28.6076,4,1
118,118,G53003300049002,1417,10797.47351,48.3769989,30,48354,10.9698,557700,11.54,1246,49.4005,89.4886,8.3807,76.0036,0,21.7742,744,5669.245088,50,23.4389,65.6109,10.9502,30.7759,17.1752,48.3871,53.918,28.6125,4,1
119,119,G53003300049001,978,12912.21898,-1.5106,49.2,48460,3.7576,597100,7.18,829,-9.9891,61.9565,34.7826,49.1657,0,35.0649,539,7116.243386,76,13.1343,64.1791,22.6866,23.9774,4.5134,66.0085,73.4151,18.7117,10,2
120,120,G53003300048004,1295,11696.12943,-10.0693998,32.4,42957,18.3063,470400,3.2711,1528,38.0307,76.9231,6.3348,81.0505,10.8499,45.8418,553,4994.563378,67,18.6585,71.4634,9.878,21.4444,20.5556,49.1111,85.3354,10.8424,10,2
121,121,G53003300048003,1120,5784.504816,7.177,31,44136,29.9073,483800,8.9394,938,9.4516,67.8344,28.6624,64.2782,7.0853,38.1282,621,3207.301331,53,22.1093,60.3558,17.5349,16.1212,8.3636,70.9091,82.3214,12.4107,10,2
122,122,G53003300048002,1303,11410.23364,50.4618988,35.8,57941,10.9258,558500,0.1973,1371,45.6961,83.8951,16.1049,69.1077,2.7287,42.9043,623,5455.545323,62,11.3793,70.3448,18.2759,31.2571,7.4745,59.7961,81.2258,14.8953,10,2
123,123,G53003300048001,1054,9889.146765,-15.4092999,38.5,50070,-11.9927,612800,-1.384,1830,48.6596,85.4167,14.5833,77.7156,14.7573,58.9977,515,4831.983476,66,22.0911,63.575,14.3339,15.5772,15.7163,51.1822,88.0654,10.5871,10,2
124,124,G53003300111013,1245,13559.5796,41.7994995,37.4,21542,44.9468,321300,-1.7732,891,-20.8,51.938,25.5814,23.5714,2.3599,82.1752,339,3692.126494,60,14.3089,50.0813,35.6098,24.9597,1.7713,69.2432,87.3147,6.8369,5,3
125,125,G53003300111012,1393,9170.062887,-10.4180002,34.7,24139,-17.3746,283200,8.0092,1140,85.0649,55.9006,36.646,31.1459,15.3153,44.8582,666,4384.251172,14,7.2464,62.029,30.7246,23.498,1.4686,66.8892,70.9225,21.6236,2,3
126,126,G53003300111011,1013,16005.32187,19.0363998,40.4,17801,5.782,285700,-16.9235,680,-5.8172,55.1205,39.4578,17.3198,6.2069,45.5882,435,6872.966448,52,15.0538,66.4516,18.4946,21.4583,6.25,63.5417,86.2687,13.7313,5,3
127,127,G53003300110023,1039,9350.160014,-2.4412999,37.9,35301,40.3005,343900,3.3353,650,-24.8555,50,14.5161,21.3155,0,64.9025,359,3230.709764,55,14.9312,61.8861,23.1827,26.4591,4.2802,68.2879,96.4637,1.6699,5,3
128,128,G53003300110021,1196,3099.118863,50.4403,35.7,18300,-34.8986,273900,-7.341,1126,-16.5926,20.7547,79.2453,14.1782,12.8358,92.1233,335,868.06423,56,10.7468,51.9126,37.3406,26.3773,0.8347,62.1035,97.1915,1.7872,8,3
129,129,G53003300110013,2929,15793.51812,36.6138,36.2,15099,-10.6357,275800,-21.3124,574,20.0837,36.7754,46.3768,18.8255,1.8244,77.7003,877,4728.888833,12,9.8548,66.9087,23.2365,29.4239,0.9259,68.8272,86.4706,12.9412,2,3
130,130,G53003300109002,392,453.9217499,-52.7710991,45.6,33555,74.2121,327500,-1.5334,685,-12.6276,54.7945,28.0822,39.4958,18.3673,22.0833,294,340.4413124,76,31.6,57.6,10.8,26.4,18,55.6,83.9286,13.2653,6,2
131,131,G53003300109001,663,607.6486232,30.2553997,35.4,31105,-1.4386,284400,-4.8829,739,4.3785,61.3527,24.6377,45.935,8.6957,28.5714,391,358.3568803,76,25,52.7778,22.2222,24.6316,9.2632,55.7895,86.2385,8.8685,5,2
132,132,G53003300108003,2025,7606.418879,17.052,34.3,28852,-14.4238,308200,-4.107,1276,11.441,46.8,49.6,44.5926,4.104,66.0485,731,2745.823309,40,16.8058,56.8894,26.3048,9.2885,5.336,74.0119,78.7179,16.8205,2,3
133,133,G53003300108002,1402,5270.057881,-19.3325996,32.4,33396,34.3958,297200,-1.8818,1368,10.2337,59.6154,31.25,38.5945,4.7438,51.3944,527,1980.970402,48,25.776,52.7665,21.4575,12.3859,6.91,77.3142,84.0942,15.9058,2,2
134,134,G53003300047004,2792,9663.692652,116.7699966,35.8,60660,23.2276,357100,33.296,1346,45.3564,58.3283,19.0793,62.8046,0,28.3669,1886,6527.838231,11,31.6524,49.3562,18.9914,18.0212,8.1272,65.5729,73.245,20.4871,2,1
135,135,G53003300047003,2587,22250.45538,46.4892006,34,57641,43.3713,394500,26.3208,1388,56.8362,71.2756,13.8269,67.9163,1.7105,40.3614,1520,13073.32516,17,15.1859,56.5217,28.2924,20.8183,12.8761,60.4693,76.2732,16.1074,2,1
136,136,G53003300047002,1556,4104.261721,5.7065001,30.6,45998,22.4947,536500,33.6239,1154,35.9246,64.4189,22.6686,58.9496,14.09,18.2232,1022,2695.729742,40,10.7627,85.3172,3.9202,28.6014,21.2587,48.2517,57.7121,30.2699,4,1
137,137,G53003300047001,1460,13874.32391,17.9321003,34.5,37710,-2.8118,488300,2.7351,861,3.6101,81.3212,11.8451,70.1237,4.3228,41.2651,694,6595.055339,60,10.9445,62.069,26.9865,23.9474,11.0526,52.7632,86.9661,10.972,10,2
138,138,G53003300046003,1044,15246.99085,6.8576999,37.1,55765,11.3719,595500,-0.4514,1792,430.1775,82.9545,0,77.147,0,79.0055,362,5286.791847,76,32.7839,55.1282,12.0879,13.5225,13.0217,62.9382,88.3946,5.1257,7,2
139,139,G53003300046002,1335,11336.79237,30.6261997,34.9,58371,9.8955,637000,4.8215,1231,41.6571,67.9558,28.1768,79.6332,0,56.9024,594,5044.235708,76,16.3804,70.5416,13.0779,18.0488,4.3902,67.1951,74.0075,18.7266,10,2
140,140,G53003300046001,1085,1336.183253,0.463,37.1,58195,0.4332,702300,6.1197,1693,25.0369,85.7143,14.2857,82.8902,11.9545,53.8793,527,649.0032942,76,20.3267,70.0544,9.6189,15.8416,4.5262,57.5672,76.6017,14.4847,10,2
141,141,G53003300045002,2120,13353.59876,34.6887016,32.6,46651,4.7137,532900,-3.7913,1496,-3.3592,79.1855,17.1946,72.1932,3.7303,53.8003,697,4390.310534,76,19.2708,66.2946,14.4345,28.2548,20.9834,41.6898,70.4879,22.1222,10,2
142,142,G53003300045001,932,9292.035441,-22.8477001,28.2,30748,-5.2859,469100,-6.8137,1278,-20.6704,54.4379,31.9527,67.037,0,40.407,344,3429.678317,76,8.7137,79.4606,11.8257,31.5094,13.0189,46.4151,69.0987,19.8498,10,2
143,143,G53003300044002,1418,11097.2458,-17.1728992,30.9,49711,37.4713,500000,-15.1392,947,29.1951,64.2241,35.1293,80.9955,4.8811,33.5526,799,6252.961492,62,25.0969,53.6822,21.2209,28.7345,32.1598,37.2978,65.8696,29.9275,4,1
144,144,G53003300044004,1343,20963.36768,-27.3267994,25,20330,14.7356,411700,-6.2827,978,18.9781,45.3313,50.6024,79.4074,7.3643,15.0628,774,12081.64302,48,29.9465,53.1551,16.8984,30.6639,26.765,34.3519,56.143,32.9114,9,1
145,145,G53003300044003,2750,43010.65679,121.060997,23.5,18201,-5.5671,697000,2.4096,1244,37.3068,50.7772,49.2228,69.7084,0,7.7244,479,7491.6744,76,11.6197,75.2934,13.0869,23.1519,37.1347,37.3639,22.2909,65.2727,9,1
146,146,G53003300044001,1096,8670.802096,-30.7644005,29.7,55617,25.7734,782700,14.3964,1588,121.7877,52.381,29.6703,88.1239,22.5455,57.277,550,4351.223679,76,13.6126,70.1571,16.2304,26.7742,16.2903,49.3548,61.4051,28.6496,10,2
147,147,G53003300043021,1894,33236.61311,14.9969997,20.6,11528,41.4305,421700,0,828,10.253,21.2719,48.2456,69.5531,10.0159,18.9046,629,11037.92484,36,24.9315,63.1507,11.9178,25.5164,27.582,33.9004,46.1294,27.5186,9,1
148,148,G53003300043011,1085,8159.086065,-30.3146992,26.2,26469,48.8695,484400,16.2467,972,18.8264,37.2611,53.1847,72.6655,12.0172,35.122,466,3504.271066,26,24.3011,53.9785,21.7204,51.378,17.9134,22.2441,52.456,37.2567,9,1
149,149,G53003300043012,1132,11212.97741,4.6210999,37,47621,0.6085,578600,18.2506,1142,71.2144,50.7353,25,80.1712,6.6794,55.4192,524,5190.459506,76,14.376,75.3555,10.2686,13.8418,10.452,65.113,72.549,20.1426,10,2
150,150,G53003300108001,1243,1057.01431,2.3045001,43.9,35360,41.2761,316500,1.3449,731,-34.7321,65.4639,25.2577,36.5237,0,65.5039,516,438.7927465,51,20.4698,56.0403,23.4899,13.6947,2.5678,68.7589,81.6194,13.6842,5,2
151,151,G53003300107021,1316,11258.54628,15.4385996,36.3,36279,12.6292,334700,-7.8215,1604,170.0337,75.2874,12.069,51.1135,4.7337,69.9793,507,4337.449061,31,9.1362,53.6545,37.2093,12.2563,2.6462,68.1058,69.4053,24.7261,2,2
152,152,G53003300107023,1261,11918.84385,60.8418007,23.5,16119,-22.3929,309500,15.9176,541,-18.4012,40.8497,57.1895,26.9231,5.4299,65.311,442,4177.739081,46,40.9938,35.7143,23.2919,23.5457,26.3158,39.3352,97.5833,1.8333,8,3
153,153,G53003300107012,1186,6041.438631,21.6410007,33.1,37328,33.4,292800,-21.774,950,2.1505,32.7869,63.388,46.2195,3.9841,56.639,502,2557.168796,22,9.3671,65.3165,25.3165,7.2495,10.4478,62.2601,63.2812,29.2535,2,2
154,154,G53003300107011,2514,6868.476683,52.641201,27.9,21646,1.1212,287900,-6.7681,845,58.8346,43.0341,45.0464,23.7962,6.6863,59.431,1017,2778.53651,36,11.3808,57.7406,30.8787,30.2782,8.1833,57.6105,87.5101,10.0973,2,3
155,155,G53003300106002,1143,12141.00122,-7.8969002,38.4,39974,20.8258,360100,-8.8124,834,4.3805,86.5385,4.8077,50.9392,8.8926,52.6703,596,6330.740795,56,14.6163,49.2083,36.1754,20.564,8.2256,67.6851,86.6142,10.6737,5,2
156,156,G53003300106006,1118,11922.17232,66.8656998,37.8,36054,5.1536,409800,4.1953,1113,20.8469,44.4444,28.8889,64.9398,0,61.978,455,4852.046875,65,9.6267,58.5462,31.8271,28.7293,4.2357,60.7735,87.8565,9.4756,10,2
157,157,G53003300106005,1753,2789.24249,26.6618004,47.8,46125,-12.5427,584800,-11.8481,997,-43.0286,100,0,58.2907,0,65.3465,707,1124.925522,67,6.4401,67.0841,26.4758,8.7943,1.844,68.6525,91.1628,8.8372,10,2
158,158,G53003300106004,951,7026.719381,16.4015007,40.2,45298,-22.4216,479100,0.2092,1170,23.548,52,40,41.1357,0,52.5974,462,3413.611308,57,19.2534,56.3851,24.3615,27.1357,4.3551,50.9213,82.1241,4.7319,10,2
159,159,G53003300106003,1446,9783.080771,-12.1506996,42.1,45903,21.3498,398800,-14.6952,1024,11.7904,60.6322,15.5172,61.2682,8.0432,45.1697,833,5635.758148,37,15.9653,58.5396,25.495,13.2948,1.6185,76.8786,81.3278,14.4537,2,2
160,160,G53003300106001,1668,7665.815342,25.5079002,45,61219,9.4408,513900,9.0388,715,-35.118,73.5849,26.4151,66.1859,5.7607,75.5486,677,3111.3651,65,16.2309,49.6732,34.0959,12.6379,9.2277,70.2106,95.9541,1.8116,10,2
161,161,G53003300105004,1815,14499.24444,29.1814995,33.2,36097,-7.1818,319400,-20.4879,1051,4.4732,59.9089,22.4374,46.3329,7.3883,27.7365,1164,9298.688999,24,14.2185,63.371,22.4105,20.9281,5.8235,67.152,62.3311,28.4347,2,1
162,162,G53003300105005,1431,10535.80716,25.4162998,48.7,44039,4.3974,393900,-1.8929,1140,18.5031,76.2712,8.1921,51.0693,6.7416,50.3347,801,5897.401489,50,25.4902,61.2368,13.273,26.3233,12.8755,50.9299,83.3683,3.1447,10,2
163,163,G53003300042005,1536,10767.48885,-13.4160004,39.2,60647,7.5244,663700,4.3225,0,0,100,0,88.7179,8.4034,71.7431,595,4170.999912,76,21.3604,68.2578,10.3819,13.5892,22.1992,49.3776,96.0286,3.8411,10,2
164,164,G53003300042004,1727,11877.83121,12.6548996,35.4,50476,6.6334,604600,11.6116,1486,23.2172,51.3043,48.6957,77.5956,0,68.0743,592,4071.613248,72,17.616,51.8987,30.4852,15.4,6.4,71.9,97.2829,2.7171,10,2
165,165,G53003300042003,1543,7262.977672,14.4659004,39.6,59102,15.1682,455600,-2.7535,1489,28.5838,37.9592,50.2041,87.3635,5.2,52.8833,750,3530.287268,65,31.8458,54.2596,13.8945,14.3407,36.1886,43.0221,80.7592,16.623,10,2
166,166,G53003300042002,1723,8699.815242,9.4663,35.7,47713,8.0604,595900,7.5826,1170,-8.6651,48.3254,51.6746,64.1691,0,65.7468,616,3110.322803,58,18.5542,68.6747,12.7711,13.4021,6.9874,73.3104,80.5039,18.1764,10,2
167,167,G53003300042001,1647,6516.095689,-0.6634,45.8,67213,-5.1361,761800,17.7798,1289,49.8837,65.5738,34.4262,81.2348,0,60.841,761,3010.776454,61,17.1212,66.8182,16.0606,13.7199,13.8614,63.7907,80.5879,18.616,10,2
168,168,G53003300041006,820,1915.604543,-8.4820995,45.3,103702,8.4942,1558800,55.8798,0,0,100,0,93.9002,22.6415,84.3206,371,866.6942504,76,63.1799,36.8201,0,0,5.2632,84.5865,96.8293,3.1707,10,2
169,169,G53003300041005,1030,7243.786294,-7.3741002,37.9,53380,-32.0796,930600,6.7692,981,17.6259,54.0404,38.8889,73.2782,3.6058,80.5486,416,2925.645726,57,21.9512,62.2889,15.7598,20.075,22.7017,57.2233,81.8447,13.0097,10,2
170,170,G53003300041004,1326,7122.542046,-13.5593004,40.9,56859,34.5616,723400,11.378,1605,21.3152,83.0325,10.8303,72.6141,0,57.9932,588,3158.41231,66,38.0403,53.4582,8.5014,4.3847,7.7793,85.9972,92.006,6.7119,10,2
171,171,G53003300041002,1934,817.1945988,14.9821997,39.5,65285,-25.8832,909800,14.8447,871,16.4439,84.1463,15.8537,76.5472,11.6279,92.4561,645,272.5390466,64,25.2,53.6,21.2,9.3447,1.8204,79.8544,91.5237,3.0161,10,2
172,172,G53003300041001,1284,9149.239788,2.3108001,35.5,47578,-6.6952,686100,-10.4776,1319,5.0159,53.022,20.8791,82.2742,6.6343,52.3397,618,4403.606066,39,14.9306,63.1944,21.875,22.3629,8.4388,50.211,58.7227,20.2492,10,2
173,173,G53003300040002,1171,8997.220413,10.1598997,39.7,56916,-12.1314,880500,10.3798,0,0,50,50,91.3396,2.0779,90.9814,385,2958.095524,71,21.4552,67.9104,10.6343,6.175,21.6123,64.1509,85.4825,14.5175,10,2
174,174,G53003300040001,1954,822.7279656,6.1957002,36.1,53134,-14.5178,366700,0.9359,1024,4.065,53.3333,9.2473,71.4979,6.6206,43.0688,1012,426.1006659,42,16.8969,57.1732,25.9299,21.9164,5.6065,68.3996,79.1424,11.5405,2,2
175,175,G53003300056002,1577,3731.051075,19.0188999,45,66755,-14.2077,873900,-12.2238,2024,1.1494,52.5,21.25,78.8073,7.478,73.5341,682,1613.555379,66,11.6592,64.574,23.7668,14.4192,1.8692,73.0307,97.1465,0,10,2
176,176,G53003300105003,1193,8173.308967,-27.1228008,39.8,45839,35.2662,426200,-11.1713,1333,234.0852,0,100,68.0723,0,75.9109,494,3384.421316,69,19.888,50.9804,29.1317,14.7952,4.7556,72.391,100,0,8,2
177,177,G53003300105002,1280,8627.647179,18.4088993,39.7,50969,4.9717,402400,-8.8355,1108,32.6946,79.4203,20.5797,55.4241,5.8739,38.3562,698,4704.763852,66,15.3929,61.3563,23.2508,11.4616,10.4101,75.8149,79.6032,12.1429,10,2
178,178,G53003300105001,912,8447.972838,-21.3792992,64.1,49791,66.2804,303900,2.0484,1676,96.0234,39.5522,44.5274,52.9343,25.6677,16.1677,674,6243.348347,28,9.9256,75.1861,14.8883,32.9327,9.6154,54.3269,68.0921,23.7939,2,2
179,179,G53003300104022,1185,6635.892901,-0.3364,45.8,33438,11.773,324200,-5.3431,1640,60.3128,60.2837,14.8936,47.7366,0,54.717,424,2374.361679,64,11.3433,62.2388,26.4179,29.5522,9.5522,60.8955,83.0889,10.0949,10,2
180,180,G53003300104024,1593,11708.50843,39.614399,31.6,27460,-20.7847,321100,-7.8887,1131,0,66.8508,17.1271,23.7094,8.1761,72.6027,477,3505.937553,59,12.3188,77.657,10.0242,18.3721,3.8372,74.0698,86.8237,12.4761,2,3
181,181,G53003300104021,1141,4333.117714,64.8843994,34.8,34904,30.0883,342100,-26.3509,1151,47.9434,55.1724,31.0345,41.9072,5.6,81.9209,375,1424.118442,41,22.3837,60.3198,17.2965,14.5349,6.3953,79.0698,80.894,14.0228,2,2
182,182,G53003300104011,1488,8406.475256,55.9748001,40.8,32188,14.2512,345700,-10.394,1200,-5.9561,83.5616,9.589,43.1426,0,47.4806,516,2915.148677,47,7.2306,78.7176,14.0518,10.7235,5.5556,78.4238,77.8833,19.5387,2,2
183,183,G53003300103005,1501,10529.62341,-1.1199,37.9,39762,65.0972,385800,-8.8374,838,12.1821,77.7003,12.892,46.3247,15.8333,42.698,960,6734.469337,53,20.9842,62.8598,16.156,27.2981,17.5487,53.2033,80.6129,17.2552,2,2
184,184,G53003300103004,1122,8405.538615,20,42.8,24110,-14.6095,356600,20.6768,691,-29.9899,37.0253,48.7342,12.782,0,47.5584,471,3528.528242,36,19.0813,46.8198,34.0989,26.1824,8.9527,60.473,84.5811,15.4189,2,3
185,185,G53003300103003,1109,8703.754662,-1.8584,29,17531,53.0557,278400,-16.8459,883,24.7175,43.7838,56.2162,9.8284,2.5788,60,349,2739.053541,43,14.554,53.0516,32.3944,4.185,11.0132,67.6211,89.1917,9.1165,8,3
186,186,G53003300103002,1592,13548.08196,14.6974001,38.9,23946,14.5961,335800,2.0049,654,22.243,29.3233,27.8195,33.3049,0,60.7803,487,4144.419545,73,1.9126,58.3333,39.7541,11.612,9.6995,74.1803,82.0253,15.443,5,3
187,187,G53003300103001,1047,8721.150112,-2.6952,40.4,35882,0.6169,397800,-8.9494,1169,6.8556,47.0588,52.9412,60.9467,0,56.0364,439,3656.719101,64,15.7692,76.7308,7.5,4.0741,8.3333,83.8889,75.1456,12.8155,10,2
188,188,G53003300102001,1463,5874.516999,5.2518001,39,63888,46.8825,442000,-25.9383,1339,-13.6129,68.9189,15.5405,62.3789,10,64.1414,660,2650.158045,72,12.5341,57.4932,29.9728,7.0322,5.006,75.447,87.0345,7.5172,10,2
189,189,G53003300102003,1057,8887.66909,-14.6892996,37.1,26965,19.9457,345700,-11.676,998,7.5431,30.9735,50.4425,40.1361,0,61.7486,366,3077.471038,53,5.7582,56.6219,37.62,21.9512,1.7422,65.331,86.9856,7.4641,5,3
190,190,G53003300101004,1504,9893.422363,-23.3826008,50.7,32756,60.4349,250400,-21.3568,714,9.3415,43.0318,40.0978,22.637,7.1719,30.0292,739,4861.196228,14,14.1145,63.7816,22.1039,3.8615,3.9947,87.8828,91.5825,7.7441,2,3
191,191,G53003300038002,964,8955.702762,-16.5368004,39.2,51897,12.8834,529700,-0.3387,1193,48.1988,69.0141,26.7606,70.5615,4.6272,61.186,389,3613.867608,62,12.4046,72.1374,15.458,22.4719,16.1049,59.5506,75.1832,20.6283,10,2
192,192,G53003300038001,1201,8995.781612,48.0887985,37.3,47918,-13.2423,555300,-9.2202,1156,38.7755,38.0682,61.9318,67.5214,10.0186,52.9897,539,4037.240873,68,29.6763,53.0576,17.2662,15.7522,18.9381,63.0088,87.8992,10.084,10,2
193,193,G53003300036004,2037,19530.80779,36.7113991,31.4,49456,-8.8385,559300,8.7921,1482,52,51.9958,34.0336,69.6721,7.1016,23.2889,1211,11611.09879,33,19.3218,67.3502,13.3281,27.3498,8.8598,61.4792,68.7593,15.0272,4,1
194,194,G53003300036003,1211,10243.52733,-23.5962009,38.4,47878,-11.3994,598300,-2.6838,1324,38.349,63.2124,36.7876,78.8337,2.109,36.6248,569,4813.01986,76,26.24,41.44,32.32,25.2874,16.2356,41.092,83.3196,15.5244,10,2
195,195,G53003300036002,1408,15877.27817,28.9377003,31,56882,-8.7859,613900,49.2947,989,17.0414,59.4463,23.127,90.22,11.2644,23.7047,870,9810.534098,33,18.9128,64.3262,16.761,25.0269,16.3265,53.4909,77.2727,18.608,4,1
196,196,G53003300036001,1466,9726.009363,42.1920013,27.1,41919,20.547,522500,23.9326,1186,30.9051,56.2393,30.7692,80.6017,6.3197,11.1111,807,5353.949219,47,7.2243,76.4259,16.3498,36.7863,8.5644,40.4568,57.7426,30.9704,4,1
197,197,G53003300035003,1220,5259.848316,44.0377998,40.4,41154,-38.7042,566900,-4.6105,1167,23.4921,60.515,24.4635,55.0499,10.4553,45.5744,593,2556.63119,76,22.3485,65.7197,11.9318,14.1104,11.9632,54.908,80.166,17.2614,10,2
198,198,G53003300035002,1412,10898.80547,-1.6028,39,55100,22.0241,565800,-4.1017,1081,18.6608,74.4027,16.7235,79.8877,4.3165,49.9248,695,5364.497026,76,16.6247,61.461,21.9144,27.7262,6.0325,58.3527,76.2989,20.4982,10,2
199,199,G53003300035001,1328,9872.130354,-18.2266006,37.9,49903,16.3023,576900,-4.7706,1179,-19.1358,51.3514,38.8514,70.3553,0,50.0775,645,4794.822348,76,16.051,62.6752,21.2739,13.3185,11.4317,60.9323,78.8991,14.9847,10,2
200,200,G53003300034002,1310,13360.44806,26.0827999,37.8,51180,13.7788,501900,0.5812,1117,14.096,84.127,8.7302,85.1815,4.8173,66.6667,602,6139.68682,76,12.7891,70.8844,16.3265,7.99,19.975,63.7953,88.0435,10.6366,10,2
201,201,G53003300034003,1080,10359.84171,7.0366998,37.6,53279,8.955,518500,-12.4599,1255,15.9889,83.871,16.129,75.3846,6.2366,70.1835,465,4460.487403,76,16.1972,71.6549,12.1479,15.8556,15.6986,57.6138,88.2017,7.5167,10,2
202,202,G53003300034001,1197,11780.95653,-6.9207001,35.7,47653,5.5391,609200,17.9249,1128,8.3573,68.4932,17.3516,68.9852,0,56.9416,497,4891.508268,76,22.1831,65.669,12.1479,14.6067,16.2119,58.748,85.3219,9.2704,10,2
203,203,G53003300033005,862,7996.607412,-19.2126999,45.5,50924,22.4606,497000,6.5609,1323,71.5953,64.6789,35.3211,64.3284,0,48.8938,452,4193.116648,71,7.0423,55.1056,37.8521,12.9241,18.4168,60.42,74.8193,20,10,2
204,204,G53003300033004,1100,13487.72237,35.1351013,34.8,52530,24.6707,427000,-1.0199,1013,16.3031,62.259,37.741,69.1774,4.62,46.4062,671,8227.510643,46,16.0414,64.0362,19.9224,23.9902,11.7503,58.8739,88.6343,11.3657,10,2
205,205,G53003300033003,2120,20974.42453,10.5895004,31.3,46639,33.571,427000,-5.0056,1179,28.9934,73.065,14.3963,71.5262,3.0858,48.6567,1037,10259.65955,41,11.4248,74.7209,13.8542,19.5796,15.7958,54.5946,71.6508,23.9338,4,1
206,206,G53003300033002,895,10328.21683,-16.8987999,34,47350,3.4701,341200,-26.1791,1682,64.7405,81.448,8.5973,64.8649,8.5774,43.0206,478,5516.075583,68,13.834,62.4506,23.7154,20.3488,19.5736,56.0078,89.4616,6.071,10,2
207,207,G53003300265001,961,3025.032017,112.6110001,26.8,11384,-56.5778,267200,-0.7798,533,-26.3812,36.5385,63.4615,21.4575,0,76.7025,279,878.2351018,27,16.8539,71.161,11.985,18.0505,6.4982,71.8412,66.2017,19.0987,8,3
208,208,G53003300264005,1322,4809.47047,70.1416016,27.7,17652,-19.6431,225900,-24.7,870,11.3956,47.4453,38.6861,19.6286,8.3478,63.9469,575,2091.864993,42,29.4434,48.6535,21.9031,18.1501,0,79.0576,92.5784,0.306,2,3
209,209,G53003300101003,1349,11794.34957,150.7429962,30.1,26534,30.3818,382200,7.1188,763,9.9424,56.3107,35.4369,65.1408,0,79.6117,412,3602.129002,17,12.5817,65.1961,22.2222,22.3856,11.7647,65.8497,82.4117,17.5883,2,2
